common,latin,year,source,pub.year,pub.title
American eel,Anguilla rostrata,2006,Journal of Fish Biology,1997,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Canadian Journal of Zoology,1970,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,NA,1980,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Canadian Journal of Fisheries and Aquatic Sciences,2003,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Copeia,2001,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Copeia,1989,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Bulletin Français de la Pêche et de la Pisciculture,1999,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Bulletin Français de la Pêche et de la Pisciculture,1989,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Marine Biology,2006,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Helgoländer Meeresuntersuchungen,1982,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Transactions of the American Fisheries Society,2000,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Bulletin Français de la Pêche et de la Pisciculture,1998,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Transactions of the American Fisheries Society,1987,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Journal of the Fisheries Research Board of Canada,1972,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Canadian Journal of Zoology,1971,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Environmental Biology of Fishes,1986,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Transactions of the American Fisheries Society,1996,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Journal of Fish Biology,2005,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Marine Ecology Progress Series,2006,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Canadian Journal of Fisheries and Aquatic Sciences,1985,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Canadian Journal of Zoology,1989,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Journal of the Fisheries Research Board of Canada,1977,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,ICES Journal of Marine Science,2000,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Canadian Journal of Fisheries and Aquatic Sciences,1997,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,North American Journal of Fisheries Management,2004,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Transactions of the American Fisheries Society,1985,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Canadian Journal of Zoology,1991,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Helgoländer Wissenschaftliche Meeresuntersuchungen,1975,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Fisheries Management and Ecology,1997,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Journal of Fish Biology,1982,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Transactions of the American Fisheries Society,1983,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Transactions of the American Fisheries Society,2004,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Proceedings of the Royal Society of London. Series B: Biological Sciences,2003,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Marine Biology,1990,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Fisheries,1999,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Fisheries Oceanography,1994,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Fisheries Research,2000,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,"SIL Proceedings, 1922-2010",1966,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Physiological Zoology,1983,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Evolution,1990,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Journal of Fish Biology,1994,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Proceedings of the National Academy of Sciences,1986,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Canadian Journal of Zoology,1988,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Canadian Journal of Fisheries and Aquatic Sciences,1994,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Copeia,1997,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
American eel,Anguilla rostrata,2006,Environmental Biology of Fishes,1983,"COSEWIC assessment and status report on the American eel, Anguilla rostrata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/458-2006E-PDF Publications - Canada.ca"
